Name,Class,Probability
Negative_211,Non-Allergen,0.0
Negative_212,Non-Allergen,0.0
Negative_213,Non-Allergen,0.0
Negative_214,Non-Allergen,0.0
Negative_215,Non-Allergen,0.0
Negative_216,Non-Allergen,0.0
Negative_217,Non-Allergen,0.0
Negative_218,Non-Allergen,0.0
Negative_221,Non-Allergen,0.0
Negative_222,Non-Allergen,0.0
Negative_223,Non-Allergen,0.0
Negative_224,Non-Allergen,0.0
Negative_225,Non-Allergen,0.0
Negative_226,Non-Allergen,0.0
Negative_228,Non-Allergen,0.0
Negative_229,Non-Allergen,0.0
Negative_230,Non-Allergen,0.0
Negative_231,Non-Allergen,0.0
Negative_232,Non-Allergen,0.0
Negative_233,Non-Allergen,0.0
Negative_234,Non-Allergen,0.0
Negative_235,Non-Allergen,0.0
Negative_236,Non-Allergen,0.0
Negative_237,Non-Allergen,0.0
Negative_238,Non-Allergen,0.0
Negative_239,Non-Allergen,0.0
Negative_240,Non-Allergen,0.0
Negative_241,Non-Allergen,0.0
Negative_242,Non-Allergen,0.0
Negative_243,Non-Allergen,0.0
Negative_245,Non-Allergen,0.0
Negative_246,Non-Allergen,0.0
Negative_247,Non-Allergen,0.0
Negative_248,Non-Allergen,0.0
Negative_249,Allergen,0.985
Negative_251,Non-Allergen,0.0
Negative_252,Non-Allergen,0.0
Negative_253,Non-Allergen,0.0
Negative_254,Non-Allergen,0.0
Negative_255,Non-Allergen,0.0
Negative_256,Non-Allergen,0.0
Negative_257,Non-Allergen,0.0
Negative_258,Non-Allergen,0.0
Negative_259,Non-Allergen,0.0
Negative_260,Non-Allergen,0.0
Negative_261,Non-Allergen,0.0
Negative_262,Non-Allergen,0.0
Negative_263,Non-Allergen,0.0
Negative_264,Non-Allergen,0.0
Negative_265,Non-Allergen,0.009
Negative_266,Non-Allergen,0.0
Negative_267,Non-Allergen,0.0
Negative_269,Non-Allergen,0.0
Negative_270,Allergen,1.0
Negative_271,Non-Allergen,0.094
Negative_272,Non-Allergen,0.0
Negative_273,Non-Allergen,0.0
Negative_274,Non-Allergen,0.0
Negative_275,Non-Allergen,0.0
Negative_276,Non-Allergen,0.0
Negative_277,Non-Allergen,0.0
Negative_278,Non-Allergen,0.002
Negative_281,Non-Allergen,0.0
Negative_283,Non-Allergen,0.0
Negative_285,Non-Allergen,0.0
Negative_286,Non-Allergen,0.0
Negative_287,Non-Allergen,0.0
Negative_288,Non-Allergen,0.0
Negative_289,Non-Allergen,0.0
Negative_290,Non-Allergen,0.0
Negative_291,Non-Allergen,0.0
Negative_292,Non-Allergen,0.0
Negative_293,Non-Allergen,0.0
Negative_295,Non-Allergen,0.0
Negative_296,Non-Allergen,0.0
Negative_297,Non-Allergen,0.0
Negative_298,Non-Allergen,0.0
Negative_299,Non-Allergen,0.0
Negative_300,Non-Allergen,0.0
Negative_301,Non-Allergen,0.0
Negative_302,Non-Allergen,0.0
Negative_303,Non-Allergen,0.0
Negative_304,Non-Allergen,0.0
Negative_305,Non-Allergen,0.0
Negative_306,Non-Allergen,0.0
Negative_307,Non-Allergen,0.0
Negative_308,Non-Allergen,0.0
Negative_309,Non-Allergen,0.0
Negative_310,Non-Allergen,0.0
Negative_311,Non-Allergen,0.0
Negative_312,Non-Allergen,0.0
Negative_313,Non-Allergen,0.0
Negative_314,Non-Allergen,0.0
Negative_315,Non-Allergen,0.0
Negative_316,Non-Allergen,0.0
Negative_317,Non-Allergen,0.0
Negative_318,Non-Allergen,0.0
Negative_319,Non-Allergen,0.0
Negative_320,Non-Allergen,0.0
Negative_321,Non-Allergen,0.0
Negative_323,Non-Allergen,0.0
Negative_324,Non-Allergen,0.0
Negative_325,Non-Allergen,0.001
Negative_326,Non-Allergen,0.0
Negative_327,Allergen,1.0
Negative_328,Non-Allergen,0.0
Negative_329,Allergen,1.0
Negative_330,Non-Allergen,0.0
Negative_331,Non-Allergen,0.0
Negative_332,Non-Allergen,0.0
Negative_333,Non-Allergen,0.0
Negative_334,Non-Allergen,0.0
Negative_335,Non-Allergen,0.0
Negative_336,Non-Allergen,0.0
Negative_337,Non-Allergen,0.0
Negative_338,Non-Allergen,0.0
Negative_339,Non-Allergen,0.0
Negative_340,Non-Allergen,0.0
Negative_341,Non-Allergen,0.0
Negative_342,Non-Allergen,0.099
Negative_344,Non-Allergen,0.0
Negative_345,Non-Allergen,0.0
Negative_346,Non-Allergen,0.0
Negative_347,Non-Allergen,0.0
Negative_348,Non-Allergen,0.0
Negative_349,Non-Allergen,0.0
Negative_350,Non-Allergen,0.0
Negative_351,Non-Allergen,0.0
Negative_352,Non-Allergen,0.0
Negative_354,Non-Allergen,0.0
Negative_355,Non-Allergen,0.0
Negative_356,Non-Allergen,0.0
Negative_357,Non-Allergen,0.0
Negative_358,Non-Allergen,0.0
Negative_359,Non-Allergen,0.0
Negative_360,Non-Allergen,0.0
Negative_362,Non-Allergen,0.0
Negative_363,Non-Allergen,0.0
Negative_364,Non-Allergen,0.0
Negative_365,Non-Allergen,0.0
Negative_366,Non-Allergen,0.0
Negative_367,Non-Allergen,0.0
Negative_368,Allergen,0.784
Negative_369,Non-Allergen,0.0
Negative_370,Non-Allergen,0.0
Negative_371,Non-Allergen,0.0
Negative_372,Non-Allergen,0.0
Negative_373,Non-Allergen,0.001
Negative_374,Non-Allergen,0.0
Negative_375,Non-Allergen,0.0
Negative_377,Non-Allergen,0.0
Negative_378,Non-Allergen,0.0
Negative_379,Non-Allergen,0.0
Negative_380,Non-Allergen,0.0
Negative_381,Non-Allergen,0.003
Negative_382,Non-Allergen,0.0
Negative_383,Non-Allergen,0.0
Negative_385,Non-Allergen,0.0
Negative_386,Non-Allergen,0.0
Negative_387,Non-Allergen,0.0
Negative_388,Non-Allergen,0.0
Negative_389,Non-Allergen,0.0
Negative_390,Non-Allergen,0.0
Negative_391,Non-Allergen,0.0
Negative_392,Non-Allergen,0.0
Negative_393,Non-Allergen,0.0
Negative_394,Non-Allergen,0.0
Negative_395,Non-Allergen,0.0
Negative_396,Non-Allergen,0.0
Negative_397,Non-Allergen,0.0
Negative_398,Non-Allergen,0.0
Negative_399,Non-Allergen,0.0
Negative_400,Non-Allergen,0.0
Negative_401,Non-Allergen,0.0
Negative_402,Non-Allergen,0.0
Negative_403,Non-Allergen,0.0
Negative_404,Non-Allergen,0.0
Negative_405,Non-Allergen,0.0
Negative_406,Non-Allergen,0.0
Negative_407,Non-Allergen,0.0
Negative_408,Non-Allergen,0.0
Negative_409,Non-Allergen,0.0
Negative_410,Non-Allergen,0.0
Negative_411,Non-Allergen,0.0
Negative_412,Non-Allergen,0.0
Negative_413,Non-Allergen,0.0
Negative_414,Non-Allergen,0.0
Negative_415,Non-Allergen,0.0
Negative_416,Non-Allergen,0.0
Negative_417,Non-Allergen,0.0
Negative_418,Non-Allergen,0.0
Negative_419,Non-Allergen,0.0
Negative_420,Non-Allergen,0.0
Negative_421,Non-Allergen,0.0
Negative_422,Non-Allergen,0.0
Negative_423,Non-Allergen,0.0
Negative_424,Non-Allergen,0.0
Negative_425,Non-Allergen,0.0
Negative_426,Non-Allergen,0.0
Negative_427,Non-Allergen,0.0
Negative_428,Non-Allergen,0.0
Negative_429,Non-Allergen,0.0
Negative_430,Non-Allergen,0.0
Negative_431,Non-Allergen,0.0
Negative_433,Non-Allergen,0.0
Negative_434,Non-Allergen,0.0
Negative_435,Non-Allergen,0.0
Negative_436,Non-Allergen,0.0
Negative_437,Non-Allergen,0.0
Negative_438,Non-Allergen,0.0
Negative_439,Non-Allergen,0.0
Negative_440,Non-Allergen,0.0
Negative_441,Non-Allergen,0.0
Negative_442,Non-Allergen,0.0
Negative_443,Non-Allergen,0.0
Negative_444,Non-Allergen,0.0
Negative_445,Non-Allergen,0.0
Negative_446,Non-Allergen,0.0
Negative_447,Non-Allergen,0.0
Negative_448,Non-Allergen,0.0
Negative_449,Non-Allergen,0.0
Negative_450,Non-Allergen,0.0
Negative_451,Non-Allergen,0.0
Negative_452,Non-Allergen,0.0
Negative_453,Non-Allergen,0.0
Negative_454,Non-Allergen,0.0
Negative_455,Non-Allergen,0.0
Negative_457,Non-Allergen,0.0
Negative_458,Non-Allergen,0.0
Negative_459,Non-Allergen,0.0
Negative_460,Non-Allergen,0.001
Negative_461,Non-Allergen,0.0
Negative_462,Non-Allergen,0.0
Negative_463,Non-Allergen,0.0
Negative_464,Non-Allergen,0.0
Negative_465,Non-Allergen,0.0
Negative_466,Non-Allergen,0.0
Negative_467,Non-Allergen,0.0
Negative_468,Non-Allergen,0.0
Negative_469,Non-Allergen,0.0
Negative_470,Non-Allergen,0.0
Negative_471,Non-Allergen,0.0
Negative_472,Allergen,1.0
Negative_473,Non-Allergen,0.0
Negative_474,Non-Allergen,0.0
Negative_475,Non-Allergen,0.0
Negative_476,Non-Allergen,0.0
Negative_477,Non-Allergen,0.324
Negative_478,Non-Allergen,0.0
Negative_479,Non-Allergen,0.0
Negative_480,Non-Allergen,0.0
Negative_481,Non-Allergen,0.0
Negative_482,Non-Allergen,0.0
Negative_483,Non-Allergen,0.0
Negative_484,Non-Allergen,0.0
Negative_485,Non-Allergen,0.0
Negative_487,Non-Allergen,0.0
Negative_488,Non-Allergen,0.0
Negative_489,Non-Allergen,0.0
Negative_490,Non-Allergen,0.0
Negative_491,Non-Allergen,0.0
Negative_492,Non-Allergen,0.0
Negative_493,Non-Allergen,0.0
Negative_494,Non-Allergen,0.0
Negative_495,Non-Allergen,0.0
Negative_496,Non-Allergen,0.0
Negative_497,Non-Allergen,0.0
Negative_498,Non-Allergen,0.0
Negative_499,Non-Allergen,0.001
Negative_500,Non-Allergen,0.0
Negative_501,Non-Allergen,0.0
Negative_502,Non-Allergen,0.0
Negative_504,Non-Allergen,0.0
Negative_505,Non-Allergen,0.0
Negative_506,Non-Allergen,0.0
Negative_507,Non-Allergen,0.0
Negative_509,Non-Allergen,0.0
Negative_510,Non-Allergen,0.0
Negative_511,Non-Allergen,0.0
Negative_512,Non-Allergen,0.0
Negative_513,Non-Allergen,0.0
Negative_514,Non-Allergen,0.0
Negative_515,Non-Allergen,0.0
Negative_517,Non-Allergen,0.0
Negative_518,Non-Allergen,0.0
Negative_519,Non-Allergen,0.0
Negative_520,Non-Allergen,0.0
Negative_521,Non-Allergen,0.0
Negative_522,Non-Allergen,0.0
Negative_523,Non-Allergen,0.0
Negative_524,Non-Allergen,0.0
Negative_525,Non-Allergen,0.0
Negative_526,Non-Allergen,0.0
Negative_527,Non-Allergen,0.0
Negative_528,Non-Allergen,0.0
Negative_530,Non-Allergen,0.0
Negative_532,Non-Allergen,0.0
Negative_533,Non-Allergen,0.0
Negative_535,Non-Allergen,0.0
Negative_536,Non-Allergen,0.0
Negative_537,Non-Allergen,0.0
Negative_538,Non-Allergen,0.0
Negative_539,Non-Allergen,0.0
Negative_540,Non-Allergen,0.0
Negative_541,Allergen,0.517
Negative_542,Non-Allergen,0.0
Negative_544,Non-Allergen,0.0
Negative_545,Non-Allergen,0.0
Negative_546,Non-Allergen,0.0
Negative_547,Non-Allergen,0.0
Negative_548,Non-Allergen,0.002
Negative_549,Non-Allergen,0.0
Negative_551,Non-Allergen,0.0
Negative_552,Non-Allergen,0.0
Negative_553,Non-Allergen,0.0
Negative_554,Non-Allergen,0.0
Negative_555,Non-Allergen,0.003
Negative_556,Non-Allergen,0.004
Negative_557,Non-Allergen,0.0
Negative_558,Non-Allergen,0.0
Negative_559,Non-Allergen,0.0
Negative_560,Non-Allergen,0.0
Negative_561,Non-Allergen,0.0
Negative_562,Non-Allergen,0.0
Negative_563,Non-Allergen,0.0
Negative_564,Non-Allergen,0.0
Negative_565,Non-Allergen,0.0
Negative_566,Non-Allergen,0.0
Negative_567,Non-Allergen,0.0
Negative_568,Non-Allergen,0.0
Negative_569,Non-Allergen,0.0
Negative_570,Non-Allergen,0.0
Negative_571,Non-Allergen,0.0
Negative_572,Non-Allergen,0.0
Negative_574,Non-Allergen,0.0
Negative_575,Non-Allergen,0.0
Negative_576,Non-Allergen,0.0
Negative_577,Non-Allergen,0.0
Negative_578,Non-Allergen,0.0
Negative_580,Non-Allergen,0.0
Negative_581,Non-Allergen,0.0
Negative_582,Non-Allergen,0.0
Negative_583,Non-Allergen,0.0
Negative_584,Non-Allergen,0.0
Negative_585,Non-Allergen,0.0
Negative_586,Non-Allergen,0.0
Negative_587,Non-Allergen,0.0
Negative_588,Non-Allergen,0.0
Negative_589,Non-Allergen,0.0
Negative_590,Non-Allergen,0.0
Negative_591,Non-Allergen,0.0
Negative_592,Non-Allergen,0.0
Negative_593,Non-Allergen,0.0
Negative_594,Non-Allergen,0.0
Negative_595,Non-Allergen,0.001
Negative_596,Non-Allergen,0.0
Negative_597,Non-Allergen,0.0
Negative_598,Non-Allergen,0.0
Negative_599,Non-Allergen,0.0
Negative_601,Non-Allergen,0.0
Negative_602,Non-Allergen,0.0
Negative_603,Non-Allergen,0.0
Negative_604,Non-Allergen,0.0
Negative_605,Non-Allergen,0.0
Negative_606,Non-Allergen,0.0
Negative_607,Non-Allergen,0.0
Negative_608,Non-Allergen,0.0
Negative_609,Non-Allergen,0.0
Negative_610,Non-Allergen,0.006
Negative_611,Non-Allergen,0.0
Negative_612,Non-Allergen,0.0
Negative_613,Non-Allergen,0.0
Negative_614,Non-Allergen,0.0
Negative_615,Allergen,0.703
Negative_616,Non-Allergen,0.0
Negative_617,Non-Allergen,0.0
Negative_618,Non-Allergen,0.0
Negative_619,Non-Allergen,0.182
Negative_620,Non-Allergen,0.0
Negative_621,Non-Allergen,0.0
Negative_622,Non-Allergen,0.0
Negative_623,Non-Allergen,0.0
Negative_624,Non-Allergen,0.0
Negative_625,Non-Allergen,0.0
Negative_626,Non-Allergen,0.0
Negative_627,Non-Allergen,0.0
Negative_628,Non-Allergen,0.0
Negative_629,Non-Allergen,0.0
Negative_631,Non-Allergen,0.0
Negative_633,Non-Allergen,0.0
Negative_634,Non-Allergen,0.0
Negative_635,Non-Allergen,0.0
Negative_636,Non-Allergen,0.0
Negative_637,Non-Allergen,0.0
Negative_638,Non-Allergen,0.0
Negative_639,Non-Allergen,0.0
Negative_640,Non-Allergen,0.0
Negative_641,Non-Allergen,0.0
Negative_642,Non-Allergen,0.0
Negative_643,Non-Allergen,0.0
Negative_644,Non-Allergen,0.0
Negative_645,Non-Allergen,0.0
Negative_646,Non-Allergen,0.0
Negative_647,Non-Allergen,0.0
Negative_648,Non-Allergen,0.0
Negative_649,Non-Allergen,0.0
Negative_650,Non-Allergen,0.0
Negative_651,Non-Allergen,0.0
Negative_652,Non-Allergen,0.0
Negative_653,Non-Allergen,0.0
Negative_654,Non-Allergen,0.0
Negative_655,Non-Allergen,0.0
Negative_656,Non-Allergen,0.0
Negative_657,Non-Allergen,0.0
Negative_658,Non-Allergen,0.0
Negative_659,Non-Allergen,0.0
Negative_660,Non-Allergen,0.0
Negative_661,Non-Allergen,0.0
Negative_662,Non-Allergen,0.0
Negative_664,Non-Allergen,0.0
Negative_665,Non-Allergen,0.0
Negative_666,Non-Allergen,0.0
Negative_667,Non-Allergen,0.0
Negative_668,Non-Allergen,0.0
Negative_669,Non-Allergen,0.0
Negative_671,Non-Allergen,0.0
Negative_673,Non-Allergen,0.0
Negative_674,Non-Allergen,0.0
Negative_675,Non-Allergen,0.0
Negative_677,Non-Allergen,0.0
Negative_678,Non-Allergen,0.0
Negative_679,Non-Allergen,0.0
Negative_680,Non-Allergen,0.0
Negative_681,Non-Allergen,0.0
Negative_682,Non-Allergen,0.0
Negative_684,Non-Allergen,0.0
Negative_685,Non-Allergen,0.0
Negative_686,Non-Allergen,0.0
Negative_687,Non-Allergen,0.0
Negative_688,Non-Allergen,0.0
Negative_690,Non-Allergen,0.0
Negative_691,Non-Allergen,0.0
Negative_692,Non-Allergen,0.0
Negative_693,Non-Allergen,0.0
Negative_695,Non-Allergen,0.0
Negative_696,Non-Allergen,0.0
Negative_697,Non-Allergen,0.0
Negative_698,Non-Allergen,0.0
Negative_699,Non-Allergen,0.0
Negative_700,Non-Allergen,0.0
Negative_701,Non-Allergen,0.0
Negative_702,Non-Allergen,0.0
Negative_703,Non-Allergen,0.0
Negative_704,Non-Allergen,0.0
Negative_705,Non-Allergen,0.0
Negative_707,Non-Allergen,0.0
Negative_709,Non-Allergen,0.0
Negative_710,Non-Allergen,0.0
Negative_711,Non-Allergen,0.0
Negative_712,Non-Allergen,0.0
Negative_713,Non-Allergen,0.0
Negative_714,Non-Allergen,0.0
Negative_715,Non-Allergen,0.0
Negative_716,Non-Allergen,0.0
Negative_717,Non-Allergen,0.0
Negative_718,Non-Allergen,0.0
Negative_720,Non-Allergen,0.0
Negative_721,Non-Allergen,0.0
Negative_722,Non-Allergen,0.0
Negative_723,Non-Allergen,0.0
Negative_724,Non-Allergen,0.0
Negative_725,Non-Allergen,0.0
Negative_726,Non-Allergen,0.0
Negative_727,Non-Allergen,0.0
Negative_728,Non-Allergen,0.0
Negative_729,Non-Allergen,0.0
Negative_730,Non-Allergen,0.0
Negative_731,Non-Allergen,0.0
Negative_733,Non-Allergen,0.0
Negative_734,Non-Allergen,0.0
Negative_735,Non-Allergen,0.0
Negative_736,Non-Allergen,0.0
Negative_737,Non-Allergen,0.0
Negative_738,Non-Allergen,0.0
Negative_739,Non-Allergen,0.0
Negative_740,Non-Allergen,0.0
Negative_741,Non-Allergen,0.0
Negative_742,Non-Allergen,0.0
Negative_743,Non-Allergen,0.0
Negative_744,Non-Allergen,0.0
Negative_745,Non-Allergen,0.0
Negative_746,Non-Allergen,0.0
Negative_747,Non-Allergen,0.0
Negative_748,Non-Allergen,0.0
Negative_749,Non-Allergen,0.0
Negative_751,Non-Allergen,0.0
Negative_752,Non-Allergen,0.0
Negative_753,Non-Allergen,0.0
Negative_754,Non-Allergen,0.0
Negative_755,Non-Allergen,0.0
Negative_756,Non-Allergen,0.0
Negative_757,Non-Allergen,0.0
Negative_758,Non-Allergen,0.278
Negative_760,Non-Allergen,0.0
Negative_761,Non-Allergen,0.0
Negative_762,Non-Allergen,0.0
Negative_763,Non-Allergen,0.0
Negative_764,Non-Allergen,0.0
Negative_765,Non-Allergen,0.0
Negative_766,Non-Allergen,0.0
Negative_767,Non-Allergen,0.0
Negative_768,Non-Allergen,0.0
Negative_770,Non-Allergen,0.0
Negative_771,Non-Allergen,0.0
Negative_772,Non-Allergen,0.0
Negative_774,Non-Allergen,0.0
Negative_775,Non-Allergen,0.0
Negative_776,Non-Allergen,0.0
Negative_777,Non-Allergen,0.0
Negative_778,Non-Allergen,0.0
Negative_779,Non-Allergen,0.0
Negative_780,Non-Allergen,0.0
Negative_781,Non-Allergen,0.0
Negative_782,Non-Allergen,0.0
Negative_783,Non-Allergen,0.0
Negative_784,Non-Allergen,0.0
Negative_785,Non-Allergen,0.0
Negative_786,Non-Allergen,0.0
Negative_787,Non-Allergen,0.0
Negative_788,Non-Allergen,0.0
Negative_789,Non-Allergen,0.0
Negative_790,Non-Allergen,0.0
Negative_791,Non-Allergen,0.0
Negative_792,Non-Allergen,0.0
Negative_793,Non-Allergen,0.0
Negative_794,Non-Allergen,0.0
Negative_795,Non-Allergen,0.0
Negative_796,Non-Allergen,0.0
Negative_797,Non-Allergen,0.0
Negative_798,Non-Allergen,0.0
Negative_799,Non-Allergen,0.0
Negative_800,Non-Allergen,0.0
Negative_802,Non-Allergen,0.0
Negative_803,Allergen,0.984
Negative_804,Non-Allergen,0.0
Negative_805,Non-Allergen,0.0
Negative_806,Non-Allergen,0.128
Negative_807,Non-Allergen,0.0
Negative_808,Non-Allergen,0.0
Negative_809,Non-Allergen,0.0
Negative_810,Non-Allergen,0.0
Negative_812,Non-Allergen,0.0
Negative_813,Non-Allergen,0.0
Negative_814,Non-Allergen,0.0
Negative_815,Non-Allergen,0.0
Negative_816,Non-Allergen,0.0
Negative_817,Non-Allergen,0.0
Negative_818,Non-Allergen,0.0
Negative_819,Non-Allergen,0.0
Negative_820,Non-Allergen,0.0
Negative_821,Non-Allergen,0.0
Negative_822,Non-Allergen,0.0
Negative_823,Non-Allergen,0.0
Negative_825,Non-Allergen,0.0
Negative_826,Non-Allergen,0.0
Negative_827,Non-Allergen,0.0
Negative_828,Non-Allergen,0.0
Negative_829,Non-Allergen,0.0
Negative_830,Non-Allergen,0.0
Negative_831,Non-Allergen,0.0
Negative_832,Non-Allergen,0.0
Negative_833,Non-Allergen,0.0
Negative_834,Non-Allergen,0.0
Negative_835,Non-Allergen,0.0
Negative_836,Non-Allergen,0.001
Negative_837,Non-Allergen,0.001
Negative_838,Non-Allergen,0.0
Negative_839,Non-Allergen,0.0
Negative_841,Non-Allergen,0.0
Negative_842,Non-Allergen,0.0
Negative_843,Non-Allergen,0.0
Negative_844,Non-Allergen,0.0
Negative_845,Non-Allergen,0.0
Negative_846,Non-Allergen,0.0
Negative_847,Non-Allergen,0.0
Negative_848,Non-Allergen,0.0
Negative_849,Non-Allergen,0.0
Negative_851,Non-Allergen,0.0
Negative_853,Non-Allergen,0.0
Negative_854,Non-Allergen,0.0
Negative_855,Non-Allergen,0.0
Negative_856,Non-Allergen,0.0
Negative_857,Non-Allergen,0.0
Negative_858,Non-Allergen,0.0
Negative_859,Non-Allergen,0.0
Negative_860,Non-Allergen,0.038
Negative_861,Non-Allergen,0.0
Negative_862,Non-Allergen,0.0
Negative_863,Non-Allergen,0.0
Negative_864,Non-Allergen,0.0
Negative_865,Non-Allergen,0.0
Negative_866,Non-Allergen,0.0
Negative_867,Non-Allergen,0.0
Negative_868,Non-Allergen,0.0
Negative_869,Non-Allergen,0.0
Negative_870,Non-Allergen,0.0
Negative_871,Non-Allergen,0.0
Negative_872,Non-Allergen,0.0
Negative_873,Non-Allergen,0.0
Negative_874,Non-Allergen,0.0
Negative_875,Non-Allergen,0.0
Negative_876,Non-Allergen,0.0
Negative_877,Non-Allergen,0.0
Negative_878,Non-Allergen,0.039
Negative_880,Non-Allergen,0.0
Negative_881,Non-Allergen,0.0
Negative_882,Non-Allergen,0.0
Negative_883,Non-Allergen,0.0
Negative_884,Non-Allergen,0.0
Negative_885,Non-Allergen,0.0
Negative_886,Non-Allergen,0.0
Negative_887,Non-Allergen,0.015
Negative_888,Non-Allergen,0.0
Negative_889,Non-Allergen,0.0
Negative_890,Non-Allergen,0.0
Negative_891,Non-Allergen,0.0
Negative_892,Non-Allergen,0.0
Negative_893,Non-Allergen,0.0
Negative_894,Non-Allergen,0.375
Negative_895,Non-Allergen,0.0
Negative_896,Non-Allergen,0.0
Negative_897,Non-Allergen,0.0
Negative_898,Non-Allergen,0.0
Negative_899,Non-Allergen,0.029
Negative_900,Non-Allergen,0.0
Negative_901,Non-Allergen,0.0
Negative_902,Non-Allergen,0.0
Negative_903,Non-Allergen,0.0
Negative_904,Non-Allergen,0.002
Negative_905,Non-Allergen,0.001
Negative_906,Non-Allergen,0.0
Negative_907,Non-Allergen,0.0
Negative_908,Non-Allergen,0.0
Negative_909,Non-Allergen,0.0
Negative_910,Non-Allergen,0.0
Negative_911,Non-Allergen,0.0
Negative_912,Non-Allergen,0.0
Negative_913,Non-Allergen,0.0
Negative_914,Non-Allergen,0.0
Negative_915,Non-Allergen,0.0
Negative_916,Non-Allergen,0.0
Negative_917,Non-Allergen,0.0
Negative_918,Non-Allergen,0.0
Negative_919,Non-Allergen,0.0
Negative_920,Non-Allergen,0.0
Negative_921,Non-Allergen,0.0
Negative_922,Non-Allergen,0.0
Negative_923,Non-Allergen,0.0
Negative_924,Non-Allergen,0.0
Negative_925,Non-Allergen,0.0
Negative_926,Non-Allergen,0.0
Negative_927,Non-Allergen,0.0
Negative_928,Non-Allergen,0.0
Negative_929,Non-Allergen,0.007
Negative_931,Non-Allergen,0.0
Negative_933,Non-Allergen,0.0
Negative_934,Non-Allergen,0.0
Negative_935,Non-Allergen,0.0
Negative_936,Non-Allergen,0.0
Negative_937,Non-Allergen,0.0
Negative_938,Non-Allergen,0.0
Negative_940,Non-Allergen,0.0
Negative_941,Non-Allergen,0.0
Negative_942,Non-Allergen,0.0
Negative_943,Non-Allergen,0.0
Negative_944,Non-Allergen,0.0
Negative_945,Non-Allergen,0.0
Negative_946,Non-Allergen,0.0
Negative_947,Non-Allergen,0.0
Negative_948,Non-Allergen,0.0
Negative_949,Non-Allergen,0.0
Negative_953,Non-Allergen,0.0
Negative_954,Non-Allergen,0.0
Negative_955,Non-Allergen,0.0
Negative_956,Non-Allergen,0.0
Negative_957,Non-Allergen,0.0
Negative_958,Non-Allergen,0.0
Negative_959,Non-Allergen,0.0
Negative_961,Non-Allergen,0.0
Negative_963,Non-Allergen,0.0
Negative_964,Non-Allergen,0.009
Negative_965,Non-Allergen,0.0
Negative_966,Allergen,1.0
Negative_967,Non-Allergen,0.0
Negative_968,Non-Allergen,0.0
Negative_969,Non-Allergen,0.0
Negative_970,Non-Allergen,0.0
Negative_971,Non-Allergen,0.0
Negative_972,Non-Allergen,0.0
Negative_973,Non-Allergen,0.0
Negative_974,Non-Allergen,0.0
Negative_976,Non-Allergen,0.0
Negative_977,Non-Allergen,0.0
Negative_978,Non-Allergen,0.0
Negative_980,Non-Allergen,0.0
Negative_982,Non-Allergen,0.0
Negative_985,Non-Allergen,0.0
Negative_988,Non-Allergen,0.0
Negative_989,Non-Allergen,0.0
Negative_990,Non-Allergen,0.0
Negative_991,Non-Allergen,0.0
