Name,Class,Probability
Negative_337,Non-Allergen,0.001
Negative_338,Non-Allergen,0.0
Negative_339,Non-Allergen,0.0
Negative_341,Non-Allergen,0.0
Negative_343,Non-Allergen,0.0
Negative_344,Non-Allergen,0.0
Negative_345,Non-Allergen,0.0
Negative_347,Non-Allergen,0.0
Negative_348,Non-Allergen,0.0
Negative_349,Non-Allergen,0.0
Negative_350,Non-Allergen,0.0
Negative_351,Non-Allergen,0.0
Negative_353,Non-Allergen,0.0
Negative_355,Non-Allergen,0.0
Negative_356,Non-Allergen,0.0
Negative_357,Non-Allergen,0.0
Positive_358,Allergen,1.0
Negative_359,Non-Allergen,0.0
Negative_360,Allergen,0.987
Negative_361,Non-Allergen,0.0
Negative_362,Non-Allergen,0.0
Positive_363,Allergen,1.0
Negative_364,Non-Allergen,0.0
Negative_365,Non-Allergen,0.0
Negative_366,Non-Allergen,0.0
Negative_367,Non-Allergen,0.0
Negative_368,Non-Allergen,0.355
Negative_370,Non-Allergen,0.0
Positive_371,Allergen,1.0
Negative_372,Non-Allergen,0.002
Negative_373,Non-Allergen,0.0
Negative_374,Non-Allergen,0.0
Negative_376,Non-Allergen,0.0
Negative_378,Non-Allergen,0.0
Negative_380,Non-Allergen,0.005
Negative_381,Non-Allergen,0.0
Negative_382,Allergen,0.99
Negative_383,Non-Allergen,0.0
Negative_384,Non-Allergen,0.014
Positive_385,Allergen,0.981
Negative_386,Non-Allergen,0.0
Negative_387,Non-Allergen,0.0
Negative_388,Non-Allergen,0.0
Negative_389,Non-Allergen,0.0
Negative_390,Non-Allergen,0.001
Negative_391,Non-Allergen,0.0
Negative_392,Non-Allergen,0.0
Negative_393,Non-Allergen,0.0
Negative_394,Non-Allergen,0.0
Negative_395,Non-Allergen,0.0
Negative_396,Non-Allergen,0.0
Negative_397,Non-Allergen,0.0
Negative_399,Non-Allergen,0.0
Negative_400,Non-Allergen,0.002
Negative_401,Non-Allergen,0.0
Negative_402,Allergen,0.988
Negative_403,Non-Allergen,0.0
Negative_404,Non-Allergen,0.0
Negative_405,Non-Allergen,0.0
Negative_407,Non-Allergen,0.0
Negative_408,Non-Allergen,0.0
Negative_409,Non-Allergen,0.0
Positive_410,Allergen,1.0
Negative_412,Non-Allergen,0.0
Negative_416,Non-Allergen,0.0
Negative_417,Non-Allergen,0.0
Negative_418,Non-Allergen,0.0
Negative_419,Non-Allergen,0.0
Negative_420,Non-Allergen,0.0
Negative_423,Non-Allergen,0.0
Negative_427,Allergen,1.0
Negative_428,Non-Allergen,0.029
Negative_429,Non-Allergen,0.0
Negative_430,Non-Allergen,0.021
Positive_432,Allergen,1.0
Negative_434,Non-Allergen,0.0
Negative_436,Non-Allergen,0.0
Negative_437,Non-Allergen,0.024
Negative_438,Non-Allergen,0.0
Negative_439,Non-Allergen,0.0
Negative_440,Non-Allergen,0.0
Negative_444,Non-Allergen,0.0
Negative_445,Non-Allergen,0.0
Negative_446,Non-Allergen,0.0
Negative_447,Non-Allergen,0.0
Negative_449,Non-Allergen,0.0
Negative_450,Non-Allergen,0.0
Negative_451,Non-Allergen,0.0
Negative_452,Non-Allergen,0.0
Negative_453,Non-Allergen,0.0
Negative_456,Non-Allergen,0.0
Negative_458,Non-Allergen,0.0
Negative_459,Non-Allergen,0.0
Negative_461,Non-Allergen,0.0
Negative_462,Non-Allergen,0.0
Negative_463,Non-Allergen,0.0
Negative_465,Non-Allergen,0.0
Negative_466,Non-Allergen,0.0
Negative_467,Non-Allergen,0.0
Negative_468,Non-Allergen,0.427
Negative_469,Non-Allergen,0.0
Negative_471,Non-Allergen,0.0
Negative_473,Non-Allergen,0.0
Negative_474,Non-Allergen,0.0
Negative_475,Non-Allergen,0.0
Negative_477,Non-Allergen,0.0
Negative_478,Non-Allergen,0.0
Negative_479,Non-Allergen,0.0
Negative_480,Non-Allergen,0.0
Negative_483,Non-Allergen,0.0
Negative_484,Non-Allergen,0.0
Negative_487,Non-Allergen,0.0
Negative_490,Non-Allergen,0.0
Negative_491,Non-Allergen,0.004
Negative_492,Non-Allergen,0.0
Negative_493,Non-Allergen,0.0
Negative_495,Non-Allergen,0.0
Negative_496,Non-Allergen,0.0
Negative_497,Non-Allergen,0.0
Negative_498,Non-Allergen,0.0
Negative_499,Non-Allergen,0.0
Negative_501,Non-Allergen,0.0
Negative_502,Non-Allergen,0.0
Negative_503,Non-Allergen,0.0
Negative_505,Non-Allergen,0.0
Negative_506,Non-Allergen,0.001
Negative_507,Non-Allergen,0.0
Negative_508,Non-Allergen,0.0
Negative_509,Non-Allergen,0.0
Negative_511,Non-Allergen,0.0
Negative_513,Non-Allergen,0.0
Negative_514,Allergen,0.979
Negative_515,Non-Allergen,0.0
Negative_517,Non-Allergen,0.0
Negative_518,Non-Allergen,0.0
Negative_519,Non-Allergen,0.0
Negative_520,Non-Allergen,0.0
Negative_522,Non-Allergen,0.0
Negative_523,Non-Allergen,0.0
Negative_524,Non-Allergen,0.0
Negative_525,Non-Allergen,0.0
Negative_526,Non-Allergen,0.0
Negative_528,Non-Allergen,0.0
Negative_529,Non-Allergen,0.0
Negative_530,Non-Allergen,0.0
Negative_532,Non-Allergen,0.0
Negative_534,Non-Allergen,0.0
Negative_535,Non-Allergen,0.0
Negative_536,Non-Allergen,0.0
Negative_537,Non-Allergen,0.0
Negative_538,Non-Allergen,0.0
Negative_540,Non-Allergen,0.0
Negative_541,Non-Allergen,0.0
Negative_543,Non-Allergen,0.0
Negative_544,Non-Allergen,0.0
Negative_546,Non-Allergen,0.0
Negative_547,Non-Allergen,0.0
Negative_548,Non-Allergen,0.0
Negative_549,Non-Allergen,0.0
Negative_550,Non-Allergen,0.0
Negative_552,Non-Allergen,0.0
Negative_553,Non-Allergen,0.0
Negative_554,Non-Allergen,0.0
Negative_555,Non-Allergen,0.0
Negative_558,Non-Allergen,0.0
Negative_559,Non-Allergen,0.0
Negative_561,Non-Allergen,0.0
Negative_563,Non-Allergen,0.0
Negative_564,Non-Allergen,0.0
Negative_565,Non-Allergen,0.0
Negative_566,Non-Allergen,0.0
Negative_568,Non-Allergen,0.0
Negative_569,Non-Allergen,0.0
Negative_570,Non-Allergen,0.0
Negative_571,Non-Allergen,0.0
Negative_572,Non-Allergen,0.0
Negative_574,Non-Allergen,0.001
Negative_575,Non-Allergen,0.001
Negative_576,Non-Allergen,0.001
Negative_577,Non-Allergen,0.0
Negative_578,Non-Allergen,0.208
Negative_580,Non-Allergen,0.0
Negative_581,Non-Allergen,0.0
Negative_582,Non-Allergen,0.0
Negative_583,Non-Allergen,0.0
Negative_584,Non-Allergen,0.0
Negative_586,Non-Allergen,0.0
Negative_587,Non-Allergen,0.0
Negative_589,Non-Allergen,0.033
Negative_590,Non-Allergen,0.0
Positive_591,Allergen,0.563
Negative_592,Non-Allergen,0.0
Negative_593,Non-Allergen,0.0
Negative_594,Non-Allergen,0.104
Negative_596,Non-Allergen,0.024
Negative_598,Non-Allergen,0.004
Negative_599,Non-Allergen,0.0
Negative_600,Non-Allergen,0.0
Negative_601,Non-Allergen,0.0
Negative_602,Non-Allergen,0.0
Negative_604,Non-Allergen,0.0
Negative_605,Non-Allergen,0.0
Negative_607,Non-Allergen,0.0
Negative_608,Non-Allergen,0.001
Negative_610,Non-Allergen,0.0
Negative_611,Non-Allergen,0.0
Negative_612,Non-Allergen,0.0
Negative_613,Non-Allergen,0.0
Negative_615,Non-Allergen,0.0
Negative_616,Non-Allergen,0.0
Negative_617,Non-Allergen,0.0
Negative_618,Non-Allergen,0.0
Negative_619,Non-Allergen,0.0
Positive_620,Allergen,1.0
Negative_621,Non-Allergen,0.266
Negative_622,Non-Allergen,0.0
Negative_623,Non-Allergen,0.0
Negative_624,Non-Allergen,0.161
Negative_625,Non-Allergen,0.048
Positive_626,Allergen,1.0
Negative_627,Non-Allergen,0.0
Negative_628,Non-Allergen,0.001
Negative_629,Allergen,0.799
Negative_631,Non-Allergen,0.0
Negative_633,Non-Allergen,0.0
Negative_634,Non-Allergen,0.0
Negative_636,Non-Allergen,0.0
Negative_637,Non-Allergen,0.0
Negative_638,Non-Allergen,0.0
Negative_639,Non-Allergen,0.0
Negative_640,Non-Allergen,0.0
Negative_642,Non-Allergen,0.0
Negative_643,Non-Allergen,0.0
Negative_644,Non-Allergen,0.0
Negative_645,Non-Allergen,0.0
Negative_646,Non-Allergen,0.0
Positive_647,Non-Allergen,0.001
Negative_648,Non-Allergen,0.0
Negative_649,Non-Allergen,0.0
Negative_651,Allergen,0.953
Negative_653,Non-Allergen,0.0
Negative_654,Non-Allergen,0.0
Negative_655,Non-Allergen,0.0
Negative_656,Non-Allergen,0.0
Negative_657,Non-Allergen,0.0
Negative_659,Non-Allergen,0.03
Negative_661,Non-Allergen,0.0
Negative_663,Non-Allergen,0.0
Negative_664,Non-Allergen,0.393
Negative_665,Non-Allergen,0.0
Negative_667,Non-Allergen,0.0
Negative_668,Non-Allergen,0.0
Negative_670,Non-Allergen,0.0
Negative_673,Non-Allergen,0.0
Negative_680,Non-Allergen,0.0
Negative_681,Non-Allergen,0.137
Negative_683,Non-Allergen,0.0
Negative_684,Non-Allergen,0.0
Negative_686,Non-Allergen,0.0
Negative_688,Non-Allergen,0.0
Negative_689,Non-Allergen,0.0
Negative_690,Non-Allergen,0.0
Negative_691,Non-Allergen,0.0
Negative_692,Non-Allergen,0.0
Negative_694,Non-Allergen,0.001
Negative_696,Non-Allergen,0.0
Negative_697,Non-Allergen,0.0
Negative_698,Non-Allergen,0.0
Negative_700,Non-Allergen,0.0
Negative_701,Non-Allergen,0.0
Negative_702,Non-Allergen,0.017
Negative_703,Non-Allergen,0.0
Negative_705,Non-Allergen,0.0
Negative_707,Non-Allergen,0.06
Negative_708,Non-Allergen,0.0
Positive_709,Non-Allergen,0.0
Negative_711,Non-Allergen,0.0
Negative_712,Non-Allergen,0.0
Negative_713,Non-Allergen,0.0
Negative_714,Non-Allergen,0.0
Negative_716,Non-Allergen,0.0
Negative_717,Non-Allergen,0.0
Negative_718,Non-Allergen,0.0
Negative_719,Non-Allergen,0.0
Negative_720,Non-Allergen,0.0
Negative_724,Non-Allergen,0.0
Negative_727,Non-Allergen,0.0
Negative_728,Non-Allergen,0.0
Negative_729,Non-Allergen,0.002
Negative_730,Non-Allergen,0.0
Positive_732,Non-Allergen,0.0
Negative_733,Non-Allergen,0.0
Negative_734,Non-Allergen,0.0
Negative_735,Non-Allergen,0.0
Negative_736,Non-Allergen,0.0
Negative_737,Non-Allergen,0.0
Negative_739,Non-Allergen,0.0
Negative_740,Non-Allergen,0.0
Negative_741,Non-Allergen,0.0
Negative_742,Non-Allergen,0.0
Negative_743,Non-Allergen,0.001
Negative_745,Non-Allergen,0.191
Negative_746,Non-Allergen,0.0
Negative_747,Non-Allergen,0.0
Negative_748,Non-Allergen,0.0
Negative_749,Allergen,0.813
Negative_751,Non-Allergen,0.0
Negative_752,Non-Allergen,0.0
Negative_753,Non-Allergen,0.0
Negative_754,Non-Allergen,0.0
Negative_755,Non-Allergen,0.0
Negative_758,Allergen,1.0
Negative_759,Non-Allergen,0.0
Negative_760,Non-Allergen,0.0
Negative_761,Allergen,0.967
Positive_762,Non-Allergen,0.004
Negative_765,Non-Allergen,0.0
Negative_766,Non-Allergen,0.0
Negative_767,Non-Allergen,0.0
Positive_768,Allergen,1.0
Negative_769,Non-Allergen,0.0
Negative_770,Non-Allergen,0.002
Negative_771,Non-Allergen,0.0
Negative_772,Non-Allergen,0.0
Negative_774,Non-Allergen,0.0
Negative_775,Non-Allergen,0.0
Negative_776,Non-Allergen,0.0
Negative_777,Non-Allergen,0.052
Negative_778,Non-Allergen,0.0
Negative_780,Non-Allergen,0.0
Negative_781,Non-Allergen,0.0
Negative_782,Non-Allergen,0.0
Negative_783,Non-Allergen,0.0
Positive_785,Non-Allergen,0.001
Negative_786,Non-Allergen,0.0
Negative_789,Non-Allergen,0.0
Negative_792,Non-Allergen,0.0
Negative_793,Non-Allergen,0.0
Negative_794,Non-Allergen,0.0
Negative_795,Non-Allergen,0.004
Negative_796,Non-Allergen,0.0
Positive_797,Allergen,0.868
Negative_798,Non-Allergen,0.0
Negative_799,Non-Allergen,0.0
Negative_800,Non-Allergen,0.0
Negative_801,Non-Allergen,0.0
Negative_802,Non-Allergen,0.0
Negative_804,Non-Allergen,0.0
Negative_805,Non-Allergen,0.002
Negative_807,Non-Allergen,0.0
Negative_808,Non-Allergen,0.0
Negative_810,Non-Allergen,0.0
Negative_811,Non-Allergen,0.0
Negative_812,Non-Allergen,0.0
Negative_813,Non-Allergen,0.0
Negative_814,Non-Allergen,0.0
Negative_816,Non-Allergen,0.003
Negative_817,Non-Allergen,0.005
Negative_818,Non-Allergen,0.007
Negative_819,Non-Allergen,0.0
Negative_820,Non-Allergen,0.0
Negative_824,Non-Allergen,0.0
Negative_825,Non-Allergen,0.0
Negative_826,Non-Allergen,0.001
Negative_828,Non-Allergen,0.049
Negative_829,Non-Allergen,0.0
Negative_830,Allergen,0.738
Negative_831,Non-Allergen,0.086
Negative_832,Non-Allergen,0.0
Negative_834,Allergen,0.63
Negative_835,Allergen,0.802
Negative_836,Non-Allergen,0.001
Negative_837,Non-Allergen,0.0
Negative_841,Non-Allergen,0.0
Negative_842,Non-Allergen,0.0
Negative_843,Non-Allergen,0.0
Negative_844,Non-Allergen,0.0
Negative_846,Non-Allergen,0.0
Negative_847,Non-Allergen,0.0
Negative_848,Non-Allergen,0.0
Negative_849,Non-Allergen,0.0
Negative_852,Non-Allergen,0.0
Negative_853,Non-Allergen,0.0
Negative_854,Non-Allergen,0.0
Negative_855,Non-Allergen,0.0
Negative_858,Non-Allergen,0.0
Negative_859,Non-Allergen,0.0
Negative_861,Non-Allergen,0.0
Negative_862,Non-Allergen,0.0
Negative_866,Non-Allergen,0.0
Negative_868,Non-Allergen,0.0
Negative_870,Non-Allergen,0.0
Negative_872,Non-Allergen,0.0
Negative_873,Non-Allergen,0.0
Negative_874,Non-Allergen,0.0
Positive_875,Allergen,1.0
Negative_878,Non-Allergen,0.0
Negative_879,Non-Allergen,0.0
Negative_880,Non-Allergen,0.0
Negative_881,Non-Allergen,0.0
Negative_882,Non-Allergen,0.0
Negative_884,Non-Allergen,0.0
Negative_885,Non-Allergen,0.0
Negative_887,Non-Allergen,0.0
Negative_888,Non-Allergen,0.0
Negative_891,Non-Allergen,0.0
Negative_893,Allergen,1.0
Negative_896,Non-Allergen,0.0
Negative_897,Non-Allergen,0.0
Negative_898,Non-Allergen,0.0
Negative_899,Non-Allergen,0.0
Negative_902,Non-Allergen,0.0
Negative_903,Non-Allergen,0.0
Negative_904,Non-Allergen,0.0
Negative_905,Non-Allergen,0.0
Negative_906,Non-Allergen,0.0
Negative_908,Non-Allergen,0.001
Negative_909,Non-Allergen,0.0
Negative_910,Non-Allergen,0.0
Negative_911,Non-Allergen,0.0
Negative_912,Non-Allergen,0.0
Negative_914,Non-Allergen,0.0
Negative_915,Non-Allergen,0.0
Negative_916,Non-Allergen,0.0
Negative_917,Non-Allergen,0.0
Negative_918,Non-Allergen,0.0
Negative_920,Non-Allergen,0.0
Negative_921,Non-Allergen,0.0
Negative_922,Non-Allergen,0.0
Negative_923,Non-Allergen,0.0
Negative_924,Non-Allergen,0.0
Negative_926,Non-Allergen,0.0
Negative_928,Non-Allergen,0.0
Negative_929,Non-Allergen,0.0
Negative_930,Non-Allergen,0.0
Negative_931,Non-Allergen,0.0
Negative_932,Non-Allergen,0.0
Negative_934,Non-Allergen,0.0
Negative_935,Non-Allergen,0.0
Negative_936,Non-Allergen,0.0
Negative_937,Allergen,0.875
Negative_940,Non-Allergen,0.0
Negative_941,Non-Allergen,0.0
Negative_942,Non-Allergen,0.0
Negative_943,Non-Allergen,0.0
Negative_944,Non-Allergen,0.003
Positive_945,Allergen,1.0
Negative_946,Non-Allergen,0.0
Negative_947,Non-Allergen,0.0
Negative_948,Non-Allergen,0.0
Negative_949,Non-Allergen,0.0
Negative_950,Non-Allergen,0.0
Positive_951,Allergen,1.0
Negative_953,Non-Allergen,0.0
Negative_955,Non-Allergen,0.002
Negative_956,Non-Allergen,0.0
Negative_958,Non-Allergen,0.0
Negative_959,Non-Allergen,0.0
Negative_960,Allergen,0.979
Negative_961,Non-Allergen,0.008
Negative_962,Non-Allergen,0.095
Positive_963,Allergen,0.839
Negative_964,Non-Allergen,0.0
Negative_965,Non-Allergen,0.0
Negative_966,Non-Allergen,0.0
Negative_967,Non-Allergen,0.0
Negative_969,Non-Allergen,0.0
Negative_970,Non-Allergen,0.0
Negative_971,Non-Allergen,0.0
Negative_972,Non-Allergen,0.0
Negative_973,Non-Allergen,0.0
Negative_975,Non-Allergen,0.0
Negative_976,Non-Allergen,0.0
Negative_977,Non-Allergen,0.0
Negative_978,Allergen,0.507
Negative_979,Non-Allergen,0.0
Positive_980,Allergen,0.999
Negative_981,Non-Allergen,0.0
Negative_982,Non-Allergen,0.0
Negative_983,Non-Allergen,0.0
Negative_984,Non-Allergen,0.0
Negative_985,Non-Allergen,0.0
Negative_987,Non-Allergen,0.0
Negative_988,Non-Allergen,0.0
Negative_989,Non-Allergen,0.0
Negative_990,Non-Allergen,0.045
Negative_991,Non-Allergen,0.0
Negative_993,Non-Allergen,0.0
Negative_997,Non-Allergen,0.0
Positive_998,Allergen,0.991
Negative_999,Non-Allergen,0.0
Negative_1000,Non-Allergen,0.0
Negative_1001,Non-Allergen,0.0
Negative_1002,Non-Allergen,0.0
Negative_1003,Non-Allergen,0.0
Negative_1005,Non-Allergen,0.0
Negative_1006,Non-Allergen,0.0
Negative_1007,Non-Allergen,0.0
Negative_1008,Non-Allergen,0.0
Negative_1009,Non-Allergen,0.0
Negative_1011,Non-Allergen,0.052
Negative_1012,Non-Allergen,0.0
Negative_1013,Non-Allergen,0.004
Negative_1015,Non-Allergen,0.0
Negative_1017,Non-Allergen,0.332
Negative_1018,Non-Allergen,0.289
Negative_1019,Non-Allergen,0.158
Negative_1020,Non-Allergen,0.0
Negative_1021,Non-Allergen,0.0
Negative_1023,Non-Allergen,0.0
Negative_1024,Non-Allergen,0.0
Positive_1027,Allergen,1.0
Negative_1028,Non-Allergen,0.0
Negative_1031,Non-Allergen,0.0
Negative_1032,Non-Allergen,0.216
Negative_1033,Non-Allergen,0.0
Negative_1034,Non-Allergen,0.0
Positive_1035,Allergen,1.0
Negative_1036,Non-Allergen,0.0
Negative_1037,Non-Allergen,0.0
Negative_1038,Non-Allergen,0.0
Negative_1039,Non-Allergen,0.0
Negative_1040,Non-Allergen,0.0
Negative_1042,Non-Allergen,0.0
Negative_1044,Non-Allergen,0.0
Negative_1045,Non-Allergen,0.0
Negative_1046,Non-Allergen,0.0
Positive_1049,Allergen,1.0
Negative_1050,Non-Allergen,0.0
Negative_1051,Non-Allergen,0.0
Negative_1052,Non-Allergen,0.0
Negative_1053,Non-Allergen,0.0
Negative_1054,Non-Allergen,0.0
Negative_1056,Non-Allergen,0.0
Negative_1057,Non-Allergen,0.0
Negative_1058,Non-Allergen,0.0
Negative_1059,Non-Allergen,0.0
